onset	duration	block_n	task_relevant	trial_type	colour	direction_of_approach	critical_time	outcome	response_time
3.756999999999948	2.2193242000012106	1	True	target	red	right	1.167623900000791	hit	0.21658755999814616
5.074999999999932	2.3352668000006815	1	False	distractor	blue	left	1.1684671000002709	correct_rejection	n/a
5.991999999999962	2.3352842000003875	1	False	distractor	blue	right	1.1685035999998945	correct_rejection	n/a
6.908999999999992	2.3352675000005547	1	False	distractor	blue	left	1.1677020999995875	correct_rejection	n/a
8.211000000000013	2.0023400000009133	1	False	event	blue	left	1.1674853000004077	correct_rejection	n/a
9.377999999999929	2.169312899999568	1	True	target	red	right	1.1684844999999768	hit	0.1656726599991316
10.461999999999989	2.0025289000004705	1	True	event	red	left	1.167637399999876	false_alarm	0.2165163599999005
11.59699999999998	2.2180365000003803	1	True	target	red	left	1.1671707999994396	hit	0.21659105999935946
12.865000000000009	2.001633600000787	1	True	event	red	right	1.1667835000007472	false_alarm	0.21787365999955455
13.865999999999985	2.334425299999566	1	False	distractor	blue	left	1.166771999998673	correct_rejection	n/a
15.08299999999997	2.2857880999999907	1	True	target	red	right	1.1684932999996818	hit	0.2833092599991005
16.067000000000007	2.001665200001298	1	False	event	blue	right	1.1681439000003593	correct_rejection	n/a
17.168000000000006	2.284790300000168	1	True	target	red	right	1.1672072999990633	hit	0.2832873599996901
18.201999999999998	2.335289200000261	1	False	distractor	blue	right	1.168505700001333	correct_rejection	n/a
19.437000000000012	2.3344350999996095	1	False	distractor	blue	left	1.1668046999984654	correct_rejection	n/a
20.603999999999928	2.3357990000004065	1	False	distractor	blue	left	1.1676304000011442	correct_rejection	n/a
21.688999999999965	2.2677028000016435	1	True	target	red	right	1.166788100001213	hit	0.26660795999816855
22.805999999999926	2.0020433999998204	1	True	event	red	right	1.1671989000005851	correct_rejection	n/a
23.923000000000002	2.002272099998663	1	False	event	blue	left	1.167636299998776	correct_rejection	n/a
25.107999999999947	2.3352567000001727	1	True	target	red	right	1.1683828000004723	hit	0.3334379599997419
26.05899999999997	2.3183031999997183	1	True	target	red	left	1.166951400000471	hit	0.31748535999906835
27.226	2.001666500000283	1	True	event	red	right	1.1684795999990456	correct_rejection	n/a
28.493999999999915	2.0016734000000724	1	True	event	red	left	1.167620899999747	correct_rejection	n/a
29.660999999999945	2.335316299999249	1	False	distractor	blue	right	1.1678310999996029	correct_rejection	n/a
30.99599999999998	2.3352704999997513	1	True	target	red	right	1.1685080000006565	late_response	0.3991339599975845
32.07999999999993	2.0021058000002085	1	True	event	red	right	1.1676700999996399	correct_rejection	n/a
33.148000000000025	2.0024725000002945	1	True	event	red	left	1.1676024999997026	correct_rejection	n/a
34.34899999999993	2.335535300000629	1	False	distractor	blue	left	1.167045500000313	correct_rejection	n/a
35.533000000000015	2.336130100000446	1	False	distractor	blue	right	1.1676326000015251	correct_rejection	n/a
36.76699999999994	2.0016319999995176	1	False	event	blue	left	1.1684709999990446	correct_rejection	n/a
38.06899999999996	2.335003100000904	1	False	distractor	blue	right	1.1667828999998164	correct_rejection	n/a
39.303	2.0016403999998147	1	False	event	blue	left	1.1680457000002207	correct_rejection	n/a
40.41999999999996	2.0016833000008774	1	True	event	red	left	1.1684946000004857	correct_rejection	n/a
41.521999999999935	2.0008063999994192	1	False	event	blue	right	1.1667731999987154	correct_rejection	n/a
42.73899999999992	2.0016546999995626	1	True	event	red	right	1.1684945999986667	correct_rejection	n/a
43.83999999999992	2.001662299999225	1	True	event	red	left	1.1667918999992253	correct_rejection	n/a
45.158000000000015	2.335755500000232	1	False	distractor	blue	left	1.1672957000009774	correct_rejection	n/a
46.30799999999999	2.2526945999998134	1	True	target	red	right	1.1676811999986683	hit	0.24989676000009808
47.341999999999985	2.0025198000003	1	True	event	red	left	1.167644900000596	correct_rejection	n/a
48.37699999999995	2.3352715999990323	1	False	distractor	blue	right	1.1684766999987914	correct_rejection	n/a
