onset	duration	block_n	task_relevant	trial_type	colour	direction_of_approach	critical_time	outcome	response_time
79.9699999999998	2.0008199000003515	1	True	event	blue	right	1.166804299999967	false_alarm	0.11557526000029839
81.30400000000009	2.0007894000000306	1	False	event	red	left	1.166773199999625	correct_rejection	n/a
82.38799999999992	2.3352626999994754	1	False	distractor	red	right	1.1684605000000374	correct_rejection	n/a
83.33899999999994	2.00219720000041	1	False	event	red	right	1.1673262000003888	correct_rejection	n/a
84.43899999999985	2.001651999999922	1	True	event	blue	right	1.1684661999997843	correct_rejection	n/a
85.58999999999969	2.00249679999979	1	True	event	blue	left	1.1676167999994504	false_alarm	0.1481337600003485
86.80899999999974	2.3344249000001582	1	False	distractor	red	left	1.1667982999997548	correct_rejection	n/a
88.07600000000002	2.001703999999336	1	True	event	blue	left	1.168123899999955	correct_rejection	n/a
89.40999999999985	2.001675299999988	1	False	event	red	right	1.1684913999997661	correct_rejection	n/a
90.74399999999969	2.0016656999996485	1	False	event	red	right	1.1684546999995291	correct_rejection	n/a
91.98000000000002	2.000824400000056	1	True	event	blue	left	1.166829400000097	correct_rejection	n/a
92.94599999999991	2.2351889000001393	1	True	target	blue	right	1.1676431000005323	hit	0.23156846000034648
94.23099999999977	2.000821000000542	1	False	event	red	left	1.1668083000004117	correct_rejection	n/a
95.31500000000005	2.335283399999753	1	False	distractor	red	left	1.1684923000002527	correct_rejection	n/a
96.5989999999997	2.002517899999475	1	True	event	blue	left	1.1676356999996642	correct_rejection	n/a
97.7170000000001	2.2351566999996066	1	True	target	blue	right	1.1676116999997248	hit	0.23159376000018028
98.86899999999969	2.2683375999995405	1	True	target	blue	left	1.1667700999996669	hit	0.2649357600008102
100.13599999999997	2.334429000000455	1	False	distractor	red	right	1.1668061999998827	correct_rejection	n/a
101.17000000000007	2.002047599999969	1	True	event	blue	left	1.1676534999996875	correct_rejection	n/a
102.30400000000009	2.0025314999993498	1	True	event	blue	right	1.167655599999307	correct_rejection	n/a
103.50500000000011	2.2346307999996498	1	True	target	blue	right	1.1670623999998497	hit	0.23158086000017875
104.44000000000005	2.3351140000004307	1	False	distractor	red	left	1.1667757000004713	correct_rejection	n/a
105.72299999999996	2.0016791999996713	1	False	event	red	right	1.168498400000317	correct_rejection	n/a
107.00799999999981	2.0021615999994538	1	True	event	blue	right	1.1676430999996228	correct_rejection	n/a
108.125	2.0016489999998157	1	False	event	red	left	1.16849270000057	correct_rejection	n/a
109.21000000000004	2.0018846999992093	1	False	event	red	right	1.1670320999992327	correct_rejection	n/a
110.30999999999995	2.335275299999921	1	False	distractor	red	right	1.1685182000001078	correct_rejection	n/a
111.26099999999997	2.335969599999771	1	False	distractor	red	left	1.1674755000003643	correct_rejection	n/a
112.596	2.335276000000704	1	False	distractor	red	right	1.1667878000007477	correct_rejection	n/a
113.63000000000011	2.0016695999993317	1	False	event	red	left	1.16849159999947	correct_rejection	n/a
114.74699999999984	2.0016847000006237	1	False	event	red	left	1.1684966000002532	correct_rejection	n/a
115.7159999999999	2.001624300000003	1	False	event	red	right	1.1667464000001928	correct_rejection	n/a
116.86599999999999	2.0016531000001123	1	True	event	blue	right	1.1684814999998707	correct_rejection	n/a
118.08300000000008	2.3358579000005193	1	False	distractor	red	right	1.1676499000004696	correct_rejection	n/a
119.16800000000012	2.334433699999863	1	False	distractor	red	left	1.1668031999997766	correct_rejection	n/a
120.10300000000007	2.000802300000032	1	True	event	blue	right	1.1667881000003035	correct_rejection	n/a
121.20299999999997	2.336050700000669	1	True	target	blue	left	1.1676594999998997	late_response	0.3991513600008716
122.33699999999999	2.2518409000003885	1	True	target	blue	left	1.1675644000006855	hit	0.2491213600002311
123.32099999999991	2.335640400000557	1	False	distractor	red	right	1.167659800000365	correct_rejection	n/a
124.38900000000012	2.33612939999972	1	False	distractor	red	left	1.1676582999998573	correct_rejection	n/a
125.37300000000005	2.00165829999969	1	False	event	red	right	1.1680614999995669	correct_rejection	n/a
126.69000000000005	2.219097499999407	1	True	target	blue	right	1.1684673999998267	hit	0.2148890599997344
127.875	2.0016567000002397	1	False	event	red	right	1.1683246000002327	correct_rejection	n/a
129.14199999999983	2.2519108999995296	1	True	target	blue	left	1.1684826999999132	hit	0.2474058599996738
130.22699999999986	2.26942710000003	1	True	target	blue	left	1.1676716000001761	hit	0.2670408600002361
131.16100000000006	2.335826499999712	1	False	distractor	red	right	1.1673345999997764	correct_rejection	n/a
132.1949999999997	2.0016419000003225	1	False	event	red	left	1.1684636999997906	correct_rejection	n/a
133.1790000000001	2.335257200000399	1	False	distractor	red	left	1.1681081999995513	correct_rejection	n/a
134.26299999999992	2.3354608999998163	1	True	target	blue	left	1.1676763999994364	hit	0.332498160000398
135.36400000000003	2.3352589000005537	1	False	distractor	red	right	1.167770500000188	correct_rejection	n/a
136.66499999999996	2.2691958999994313	1	True	target	blue	left	1.1674567000000025	hit	0.2649234599999204
137.61699999999973	2.000846200000524	1	True	event	blue	left	1.1667965000006006	correct_rejection	n/a
138.68399999999974	2.335292699999684	1	False	distractor	red	left	1.1680643999998779	correct_rejection	n/a
139.81799999999976	2.0016765999998256	1	True	event	blue	left	1.1684935000002952	correct_rejection	n/a
140.92000000000007	2.0016547999994145	1	True	event	blue	right	1.1667992999991839	correct_rejection	n/a
142.1529999999998	2.3352842000003875	1	False	distractor	red	right	1.1683399000003192	correct_rejection	n/a
143.404	2.2518558000001576	1	True	target	blue	right	1.1684838000001037	hit	0.24742456000018365
144.57299999999987	2.334436000000096	1	False	distractor	red	left	1.1668082000005597	correct_rejection	n/a
145.88999999999987	2.2345248000001448	1	True	target	blue	left	1.1669472000003225	hit	0.23160056000011764
147.20699999999988	2.336142699999982	1	False	distractor	red	right	1.1676387999996223	correct_rejection	n/a
148.29199999999992	2.217686399999309	1	True	target	blue	right	1.1668280999993499	hit	0.2148943600009261
149.54300000000012	2.001661199999944	1	True	event	blue	right	1.1667863000002399	false_alarm	0.18320285999976704
150.82699999999977	2.285244199999397	1	True	target	blue	right	1.1684863999998925	hit	0.28164466000049515
151.8779999999997	2.3346128000002864	1	True	target	blue	right	1.1669873000000734	hit	0.33164916000038147
153.14499999999998	2.2018404999998893	1	True	target	blue	left	1.1682596999999078	hit	0.19756726000065328
154.04700000000003	2.0020121999995695	1	False	event	red	left	1.1671468999993522	correct_rejection	n/a
155.18100000000004	2.0016460999995616	1	False	event	red	left	1.1668112999996083	correct_rejection	n/a
156.28099999999995	2.00165190000007	1	False	event	red	left	1.168431199999759	correct_rejection	n/a
157.36599999999999	2.167677899999944	1	True	target	blue	left	1.1668761000000814	hit	0.16675275999983796
158.58300000000008	2.0016704999997614	1	True	event	blue	left	1.1681550000002403	correct_rejection	n/a
159.55099999999993	2.335710499999607	1	False	distractor	red	left	1.1672293999999965	correct_rejection	n/a
160.73499999999967	2.3361095999998724	1	True	target	blue	right	1.1676549000003433	miss	n/a
162.0699999999997	2.335877000000437	1	False	distractor	red	right	1.1673915000001216	correct_rejection	n/a
163.02099999999973	2.000908299999594	1	True	event	blue	left	1.1668518999995854	false_alarm	0.16564066000006505
164.02099999999973	2.001669100000072	1	True	event	blue	left	1.1680401000003258	correct_rejection	n/a
165.30499999999984	2.185166699999229	1	True	target	blue	right	1.1676463999992848	hit	0.18361026000059155
166.5909999999999	2.0016630999998597	1	True	event	blue	right	1.1667952999996487	correct_rejection	n/a
167.5569999999998	2.00165780000043	1	True	event	blue	right	1.1684056000004261	correct_rejection	n/a
168.45899999999983	2.3344702000003963	1	False	distractor	red	left	1.1668025999997553	correct_rejection	n/a
169.4090000000001	2.001654100000451	1	False	event	red	left	1.1684798000005685	correct_rejection	n/a
170.46000000000004	2.0016651999994792	1	False	event	red	right	1.1684833999997295	correct_rejection	n/a
171.3779999999997	2.0008116999997583	1	False	event	red	right	1.1667601999997146	correct_rejection	n/a
172.32799999999997	2.219355699999994	1	True	target	blue	right	1.1684999999997672	hit	0.21488546000051656
173.26199999999972	2.3185810000004494	1	True	target	blue	right	1.1681519000002822	hit	0.3144448600002079
174.48000000000002	2.0016043999995077	1	False	event	red	left	1.1667280000001483	correct_rejection	n/a
175.66399999999976	2.0025221999994756	1	True	event	blue	left	1.1676678999992873	correct_rejection	n/a
176.88200000000006	2.3344530999993367	1	False	distractor	red	left	1.166793699999289	correct_rejection	n/a
177.933	2.0016363000004844	1	False	event	red	left	1.1668040000004112	correct_rejection	n/a
179.01699999999983	2.3352961000001073	1	False	distractor	red	right	1.1685069000005228	correct_rejection	n/a
180.31799999999976	2.3352782000001753	1	True	target	blue	left	1.1668014999995648	miss	n/a
181.46900000000005	2.3352673999997364	1	True	target	blue	left	1.1683517999999253	miss	n/a
182.63699999999972	2.001788200000192	1	True	event	blue	right	1.166915599999811	correct_rejection	n/a
183.60399999999981	2.001678300000094	1	True	event	blue	right	1.1684846000007951	correct_rejection	n/a
184.58799999999974	2.3352714000002948	1	False	distractor	red	right	1.168499899999972	correct_rejection	n/a
185.72199999999975	2.001662099999521	1	False	event	red	right	1.1684754999996585	correct_rejection	n/a
186.8399999999997	2.001677400000517	1	True	event	blue	left	1.1682144000005792	correct_rejection	n/a
188.14100000000008	2.001851799999713	1	False	event	red	right	1.1669841000002634	correct_rejection	n/a
189.35799999999972	2.2685669000002235	1	True	target	blue	left	1.168054900000243	hit	0.2645396600005938
190.59299999999985	2.2689597999997773	1	True	target	blue	right	1.167188599999463	hit	0.26494256000074756
191.71000000000004	2.3360675999992964	1	False	distractor	red	left	1.167615399999704	correct_rejection	n/a
197.73199999999997	2.3352641999999832	2	False	distractor	blue	left	1.168503800000508	correct_rejection	n/a
198.6489999999999	2.0016547999994714	2	True	event	red	right	1.168507800000043	correct_rejection	n/a
199.93399999999974	2.002146800000446	2	False	event	blue	left	1.167622400000198	correct_rejection	n/a
200.90099999999984	2.3352711999996245	2	False	distractor	blue	left	1.1682273999995232	correct_rejection	n/a
202.2199999999998	2.3344375999995464	2	False	distractor	blue	left	1.1667896999997538	correct_rejection	n/a
203.337	2.1676142999995136	2	True	target	red	right	1.1667964999996912	hit	0.16615435999989359
