onset	duration	block_n	task_relevant	trial_type	colour	direction_of_approach	critical_time	outcome	response_time
2.6410000000000764	2.3352447000006293	1	False	distractor	red	left	1.1667689000005055	correct_rejection	n/a
3.941000000000031	2.2193422000000282	1	True	target	blue	left	1.1684716000008848	hit	0.21448009999949136
4.9920000000000755	2.3352804000005563	1	False	distractor	red	left	1.1684612999997626	correct_rejection	n/a
5.908999999999992	2.2525077000000238	1	True	target	blue	right	1.1678194000005533	hit	0.24769499999911204
6.927000000000021	2.335248500000489	1	False	distractor	red	left	1.168435500000669	correct_rejection	n/a
8.028999999999996	2.3344099999994796	1	False	distractor	red	right	1.166787999999542	correct_rejection	n/a
9.329000000000065	2.0025095999999394	1	True	event	blue	right	1.167630900000404	false_alarm	0.26557689999935974
10.379999999999995	2.2352059000004374	1	True	target	blue	right	1.1676523000005545	hit	0.23119559999940975
11.364000000000033	2.3352826999998797	1	False	distractor	red	right	1.168494899999132	correct_rejection	n/a
12.2650000000001	2.3010635000000548	1	True	target	blue	left	1.1668054000001575	hit	0.29866299999957846
13.232000000000085	2.335492200000772	1	True	target	blue	left	1.1676046000002316	late_response	0.4146389999996245
14.133000000000038	2.001651800000218	1	True	event	blue	right	1.167699900000116	correct_rejection	n/a
15.134000000000015	2.001698999999462	1	False	event	red	left	1.1682670000000144	correct_rejection	n/a
16.134000000000015	2.0016655999997965	1	False	event	red	right	1.1685150000002977	correct_rejection	n/a
17.103000000000065	2.251788800000213	1	True	target	blue	right	1.1668243000003713	hit	0.24984279999989667
18.052999999999997	2.335271900000407	1	True	target	blue	left	1.168322000000444	late_response	0.5306899999995949
19.03800000000001	2.3344262000000526	1	False	distractor	red	right	1.1668055999998614	correct_rejection	n/a
20.188000000000102	2.185159499999827	1	True	target	blue	right	1.168501400000423	hit	0.18212949999906414
21.22300000000007	2.3185888999996678	1	True	target	blue	right	1.1667974000001777	hit	0.31457439999940107
22.373000000000047	2.0016654000000926	1	False	event	red	right	1.1684801999999763	correct_rejection	n/a
23.424000000000092	2.001672299999882	1	True	event	blue	left	1.1681686000001434	correct_rejection	n/a
24.374000000000024	2.286064900000383	1	True	target	blue	left	1.1676322000002983	hit	0.2812233999993623
25.642000000000053	2.2026134000007005	1	True	target	blue	left	1.1676185000005717	hit	0.19868049999968207
26.87600000000009	2.3352587999997922	1	False	distractor	red	right	1.168496899999809	correct_rejection	n/a
28.177999999999997	2.001649499999985	1	False	event	red	right	1.1667836999995416	correct_rejection	n/a
29.078000000000088	2.25187090000054	1	True	target	blue	right	1.1684807000001456	hit	0.24827149999964604
30.24700000000007	2.3344161000004533	1	True	target	blue	right	1.166792400000304	late_response	0.365447199999835
31.230999999999995	2.0016163999998753	1	False	event	red	right	1.1667842000006203	correct_rejection	n/a
32.31400000000008	2.001666000000114	1	True	event	blue	right	1.1684207999996943	false_alarm	0.11358029999973951
33.416000000000054	2.0017713999995976	1	False	event	red	left	1.1669113999996625	correct_rejection	n/a
34.333000000000084	2.0024616999999125	1	False	event	red	left	1.1676466999997501	correct_rejection	n/a
35.53399999999999	2.3357568999999785	1	False	distractor	red	right	1.1673119999995833	correct_rejection	n/a
36.78500000000008	2.3360591999999087	1	False	distractor	red	left	1.1676225000001068	correct_rejection	n/a
38.05200000000002	2.33595140000034	1	False	distractor	red	left	1.1674702999998772	correct_rejection	n/a
39.121000000000095	2.3353283999995256	1	False	distractor	red	left	1.1668288999999277	correct_rejection	n/a
40.3370000000001	2.0016884999995455	1	True	event	blue	right	1.1681810000000041	correct_rejection	n/a
41.38900000000001	2.217666000000463	1	True	target	blue	left	1.166805700000623	hit	0.21464999999898282
42.38900000000001	2.335284099999626	1	False	distractor	red	right	1.1677667000003566	correct_rejection	n/a
43.34000000000003	2.3352684999999838	1	False	distractor	red	left	1.1684856000001673	correct_rejection	n/a
44.44200000000001	2.0008161999994627	1	False	event	red	left	1.1667892999994365	correct_rejection	n/a
45.35900000000004	2.2682998000000225	1	True	target	blue	left	1.1667403999999806	hit	0.26456899999993766
46.49300000000005	2.000827200000458	1	True	event	blue	left	1.1667821999999433	correct_rejection	n/a
47.827	2.0015603000001647	1	False	event	red	left	1.1675363999993351	correct_rejection	n/a
48.76100000000008	2.2685836999999083	1	True	target	blue	right	1.1681816999998773	hit	0.26408939999964787
49.996000000000095	2.3354066000001694	1	False	distractor	red	right	1.1669292999995378	correct_rejection	n/a
51.04600000000005	2.3361244999996416	1	False	distractor	red	right	1.1676474999994753	correct_rejection	n/a
52.28100000000006	2.0016654999999446	1	False	event	red	right	1.1685026000004655	correct_rejection	n/a
53.46500000000003	2.2183123000004343	1	True	target	blue	left	1.1674407000000144	hit	0.21462640000029864
54.65000000000009	2.334426800000074	1	False	distractor	red	left	1.1667713999995613	correct_rejection	n/a
55.634000000000015	2.3355674000004	1	False	distractor	red	right	1.1670732000002317	correct_rejection	n/a
56.7170000000001	2.0016889000007723	1	True	event	blue	right	1.1678999000005206	correct_rejection	n/a
57.769000000000005	2.000813200000266	1	True	event	blue	left	1.16678150000007	correct_rejection	n/a
58.686000000000035	2.001795599999241	1	False	event	red	left	1.1669173000000228	correct_rejection	n/a
59.787000000000035	2.0016462000003514	1	True	event	blue	left	1.168475200000131	correct_rejection	n/a
60.971000000000004	2.001644899999519	1	True	event	blue	left	1.1684705999996368	correct_rejection	n/a
62.273000000000025	2.2682257999995272	1	True	target	blue	right	1.166807799999333	hit	0.2645612999995137
63.456999999999994	2.2516542000003312	1	True	target	blue	right	1.1674173000001247	hit	0.2512079999996786
64.62400000000002	2.0016728999999316	1	False	event	red	left	1.1685013999995135	correct_rejection	n/a
65.65899999999999	2.3344347000002017	1	False	distractor	red	left	1.1668153999999333	correct_rejection	n/a
66.64300000000003	2.251568200000321	1	True	target	blue	right	1.1672301999997217	hit	0.2486975000001621
67.9430000000001	2.00166680000072	1	False	event	red	left	1.1684852000007595	correct_rejection	n/a
69.21100000000001	2.335308100000475	1	False	distractor	red	right	1.1676941000004604	correct_rejection	n/a
70.26200000000006	2.001655099999823	1	False	event	red	left	1.1684795999999267	correct_rejection	n/a
71.43000000000006	2.334425399999418	1	False	distractor	red	left	1.1667786999996679	correct_rejection	n/a
72.71400000000006	2.285595700000158	1	True	target	blue	right	1.1684874000002026	hit	0.28123239999968064
